review_id,listing_id,name,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,district,city,latitude,longitude,property_type,room_type,accommodates,bedrooms,amenities,price,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable
330171067,566186,Charming and calm duplex in Saint Germain,86723201,29-07-2016,"Paris, Ile-de-France, France",,,,f,1,t,t,Luxembourg,,Paris,48.84695,2.3188,Entire apartment,Entire place,2,1,"[""Iron"", ""Heating"", ""Hair dryer"", ""Bathtub"", ""Wifi"", ""Dedicated workspace"", ""Kitchen"", ""Hot water"", ""Hangers"", ""Essentials"", ""Air conditioning"", ""Host greets you"", ""Long term stays allowed"", ""Luggage dropoff allowed""]",100,2,1125,100,10,10,10,10,10,10,f
330229129,567001,Appartement lumineux et calme dans le haut marais,29469689,16-03-2015,"Paris, Ile-de-France, France",,,,f,1,t,t,Temple,,Paris,48.86716,2.36302,Entire apartment,Entire place,2,1,"[""Iron"", ""Shampoo"", ""Heating"", ""Washer"", ""Hair dryer"", ""Dedicated workspace"", ""Smoke alarm"", ""Cable TV"", ""Wifi"", ""Kitchen"", ""Fire extinguisher"", ""Essentials"", ""Hangers"", ""Long term stays allowed"", ""TV""]",109,2,1125,100,10,10,10,10,10,10,f
330267281,574232,Parisian cosy apartment Latin Quarter - 1 bedroom,29650258,19-03-2015,"Paris, Ile-de-France, France",,,,f,1,t,t,Gobelins,,Paris,48.83537,2.34676,Entire apartment,Entire place,2,1,"[""Heating"", ""Hair dryer"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Dishes and silverware"", ""Refrigerator"", ""Cooking basics"", ""Essentials"", ""Long term stays allowed"", ""Dishwasher"", ""TV"", ""Coffee maker"", ""Microwave""]",68,2,1125,100,10,10,10,10,10,10,f
330059001,576992,Lovely flat at the heart of the Quartier Latin,28324675,25-02-2015,"Paris, Ile-de-France, France",,,,f,1,t,t,Pantheon,,Paris,48.85115,2.34428,Entire apartment,Entire place,2,1,"[""Shampoo"", ""Heating"", ""Dedicated workspace"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Hot water"", ""Hangers"", ""Essentials"", ""Host greets you"", ""Long term stays allowed"", ""Carbon monoxide alarm""]",75,2,1125,100,10,10,10,10,10,10,f
330008567,584183,Very Charming Apartment in Heart of Paris,10546810,18-10-2016,"Paris, Ile-de-France, France",,,,f,1,t,f,Vaugirard,,Paris,48.83777,2.29152,Entire apartment,Entire place,2,1,"[""Iron"", ""Heating"", ""Washer"", ""Elevator"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Long term stays allowed"", ""Hangers"", ""TV""]",65,2,1125,100,10,10,10,10,10,10,f
330093697,600105,Charmant appartement parisien (central),11042692,05-01-2014,"Paris, Ile-de-France, France",,,,f,1,t,t,Opera,,Paris,48.88261,2.3312,Entire apartment,Entire place,2,1,"[""Iron"", ""Shampoo"", ""Heating"", ""Washer"", ""Elevator"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Air conditioning"", ""Long term stays allowed"", ""TV"", ""Breakfast""]",100,2,1125,100,10,10,10,10,10,10,f
330294256,603577,Cozy Apartment Center Town near Parc Luxembourg,102275177,02-11-2016,"Paris, Ile-de-France, France",,,,f,1,t,f,Pantheon,,Paris,48.83985,2.34274,Entire apartment,Entire place,2,1,"[""Iron"", ""Heating"", ""Hair dryer"", ""Dedicated workspace"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Hangers"", ""Long term stays allowed"", ""Breakfast""]",40,2,1125,100,10,10,10,10,10,10,f
330307859,604141,Beautiful flat near Roland Garros,4663772,11-01-2013,"Paris, Ile-de-France, France",,,,f,1,t,t,Passy,,Paris,48.84116,2.26235,Entire apartment,Entire place,2,1,"[""Elevator"", ""Hangers"", ""Luggage dropoff allowed"", ""Stove"", ""Coffee maker"", ""Iron"", ""Dryer"", ""Dedicated workspace"", ""First aid kit"", ""Essentials"", ""TV"", ""Shampoo"", ""Heating"", ""Washer"", ""Cable TV"", ""Kitchen"", ""Refrigerator"", ""Cooking basics"", ""Hot water"", ""Oven"", ""Hair dryer"", ""Wifi"", ""Long term stays allowed"", ""Host greets you"", ""Microwave""]",80,2,1125,100,10,10,10,10,10,10,f
330034852,607523,2 piÃ¨ces Ã  deux pas du Marais,15704938,19-05-2014,"Paris, Ile-de-France, France",,,,f,1,t,t,Popincourt,,Paris,48.86215,2.36991,Entire apartment,Entire place,2,1,"[""Single level home"", ""Dishes and silverware"", ""Hangers"", ""Luggage dropoff allowed"", ""Stove"", ""Coffee maker"", ""Essentials"", ""Dishwasher"", ""TV"", ""Shampoo"", ""Heating"", ""Washer"", ""Cable TV"", ""Kitchen"", ""Refrigerator"", ""Cooking basics"", ""Hot water"", ""Oven"", ""Hair dryer"", ""Wifi"", ""Long term stays allowed""]",109,2,1125,100,10,10,10,10,10,10,f
330102069,637100,"Designer's space in Paris, close to Marais",27805264,15-02-2015,"Paris, Ile-de-France, France",,,,f,1,t,t,Popincourt,,Paris,48.86359,2.36988,Entire apartment,Entire place,2,1,"[""Iron"", ""Heating"", ""Washer"", ""Hair dryer"", ""Dedicated workspace"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Hangers"", ""Long term stays allowed""]",91,2,1125,100,10,10,10,10,10,10,f
330215396,708918,"Nice, cosy, bright, quiet studio ""intra muros""",31843467,24-04-2015,"Paris, Ile-de-France, France",,,,f,1,t,t,Menilmontant,,Paris,48.87197,2.40102,Entire apartment,Entire place,2,1,"[""Heating"", ""Washer"", ""Hair dryer"", ""Elevator"", ""Wifi"", ""Kitchen"", ""Long term stays allowed""]",40,2,1125,100,10,10,10,10,10,10,f
330116960,726995,Appartement calme pour 2 - 15 min du sacre coeur,2439549,22-05-2012,"Paris, Ile-de-France, France",,,,f,1,t,t,Enclos-St-Laurent,,Paris,48.88211,2.35177,Entire apartment,Entire place,2,1,"[""TV"", ""Hair dryer"", ""Kitchen"", ""Smoke alarm"", ""Long term stays allowed"", ""Elevator"", ""Essentials"", ""Heating"", ""Washer"", ""Wifi""]",60,2,1125,100,10,10,10,10,10,10,f
330291941,728737,"Charming, luminous flat in Montmartre",29885525,23-03-2015,"Paris, Ile-de-France, France",,,,f,1,t,t,Buttes-Montmartre,,Paris,48.89374,2.33416,Entire apartment,Entire place,2,1,"[""Iron"", ""Heating"", ""Washer"", ""Hair dryer"", ""Dedicated workspace"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Elevator"", ""Breakfast"", ""Essentials"", ""Hangers"", ""Long term stays allowed"", ""TV"", ""Carbon monoxide alarm""]",60,2,1125,100,10,10,10,10,10,10,f
330236022,729422,Charming flat on the Gardette square (Bastille),7988011,06-08-2013,"Paris, Ile-de-France, France",,,,f,1,t,t,Popincourt,,Paris,48.86314,2.3789,Entire apartment,Entire place,2,1,"[""Patio or balcony"", ""Dishes and silverware"", ""Hangers"", ""Stove"", ""Coffee maker"", ""Breakfast"", ""Iron"", ""Dryer"", ""Dedicated workspace"", ""Essentials"", ""Bed linens"", ""Dishwasher"", ""Paid parking off premises"", ""Shampoo"", ""Heating"", ""Washer"", ""Extra pillows and blankets"", ""Kitchen"", ""Refrigerator"", ""Cooking basics"", ""Hot water"", ""Oven"", ""Hair dryer"", ""Indoor fireplace"", ""Wifi"", ""Long term stays allowed"", ""Host greets you""]",119,2,1125,100,10,10,10,10,10,10,f
330003139,731081,Appartement T2 au coeur du quartier Batignolles,15958484,25-05-2014,"Paris, Ile-de-France, France",,,,f,1,t,t,Batignolles-Monceau,,Paris,48.8896,2.32046,Entire apartment,Entire place,2,1,"[""Iron"", ""Shampoo"", ""Heating"", ""Washer"", ""Hair dryer"", ""Dedicated workspace"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Private entrance"", ""Long term stays allowed"", ""Cleaning before checkout"", ""TV""]",52,2,1125,100,10,10,10,10,10,10,f
329989466,745338,Modern and calm apartement near Mouffetard,5218608,25-02-2013,"Paris, Ile-de-France, France",,,,f,1,t,t,Pantheon,,Paris,48.84011,2.35212,Entire apartment,Entire place,2,1,"[""Iron"", ""Oven"", ""Heating"", ""Washer"", ""Hair dryer"", ""Elevator"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Refrigerator"", ""Cooking basics"", ""Essentials"", ""Private entrance"", ""Long term stays allowed"", ""Dishwasher"", ""TV"", ""Stove""]",70,2,1125,100,10,10,10,10,10,10,f
330234742,748166,Charming & cosy 2 room apartment,6813838,09-06-2013,"Paris, Ile-de-France, France",,,,f,1,t,f,Popincourt,,Paris,48.8582,2.38306,Entire apartment,Entire place,2,1,"[""Patio or balcony"", ""Single level home"", ""Dishes and silverware"", ""Hangers"", ""Stove"", ""Coffee maker"", ""Iron"", ""Dedicated workspace"", ""Smoke alarm"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Heating"", ""Washer"", ""Kitchen"", ""Refrigerator"", ""Cooking basics"", ""Hot water"", ""Oven"", ""Hair dryer"", ""Wifi"", ""Long term stays allowed"", ""Host greets you"", ""Microwave""]",70,2,1125,100,10,10,10,10,10,10,f
330112874,751281,Clean and cosy,39907954,29-07-2015,"Paris, Ile-de-France, France",,,,f,1,t,t,Vaugirard,,Paris,48.84339,2.28348,Entire apartment,Entire place,2,1,"[""TV"", ""Hair dryer"", ""Iron"", ""Hangers"", ""Kitchen"", ""Dedicated workspace"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Elevator"", ""Essentials"", ""Washer"", ""Wifi""]",30,2,1125,100,10,10,10,10,10,10,f
330036480,759948,2p avec Vue Proche Nation et Bastille,12727022,02-03-2014,"Paris, Ile-de-France, France",,,,f,1,t,t,Menilmontant,,Paris,48.85899,2.39228,Entire apartment,Entire place,2,1,"[""Iron"", ""Heating"", ""Washer"", ""Hair dryer"", ""Dedicated workspace"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Long term stays allowed"", ""TV""]",55,2,1125,100,10,10,10,10,10,10,f
330291468,765956,Trendy district - Montmartre - Moulin Rouge,25126708,23-12-2014,"Paris, Ile-de-France, France",,,,f,1,t,t,Buttes-Montmartre,,Paris,48.8823,2.33789,Entire apartment,Entire place,2,1,"[""Shampoo"", ""Heating"", ""Washer"", ""Hair dryer"", ""Dedicated workspace"", ""Wifi"", ""Kitchen"", ""First aid kit"", ""Essentials"", ""Long term stays allowed"", ""Host greets you"", ""TV""]",51,2,1125,100,10,10,10,10,10,10,f
330180944,780445,Affordable flat in the most famous area of Paris,135107100,14-06-2017,"Paris, Ile-de-France, France",,,,f,1,t,t,Buttes-Montmartre,,Paris,48.88328,2.34106,Entire apartment,Entire place,2,1,"[""Pocket wifi"", ""Dishwasher"", ""Essentials"", ""Stove"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Dedicated workspace"", ""Host greets you"", ""Iron"", ""Dryer"", ""Refrigerator"", ""Oven"", ""Dishes and silverware"", ""Ethernet connection"", ""Heating"", ""Kitchen"", ""Hair dryer"", ""Coffee maker"", ""Washer"", ""Breakfast"", ""Microwave"", ""Pack \u2019n Play/travel crib"", ""Cooking basics"", ""Paid parking off premises"", ""Single level home"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm""]",200,2,1125,100,10,10,10,10,10,10,f
330311087,784863,Charmant 2 piÃ¨ces Ã  Denfert rochereau,85055057,21-07-2016,"Paris, Ile-de-France, France",,,,f,1,t,t,Observatoire,,Paris,48.83106,2.33218,Entire apartment,Entire place,2,1,"[""Iron"", ""Heating"", ""Washer"", ""Elevator"", ""Hair dryer"", ""Wifi"", ""Kitchen"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Hangers"", ""TV""]",50,2,1125,100,10,10,10,10,10,10,f
330048848,788259,Appartement Goncourt,5096358,15-02-2013,"Paris, Ile-de-France, France",,,,f,1,t,t,Popincourt,,Paris,48.86849,2.37181,Entire apartment,Entire place,2,1,"[""Iron"", ""Shampoo"", ""Heating"", ""Washer"", ""Hair dryer"", ""Dryer"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Hot water"", ""Essentials"", ""Hangers"", ""Long term stays allowed"", ""Host greets you"", ""TV""]",90,2,1125,100,10,10,10,10,10,10,f
330110639,796137,Bel appartement en plein cÅ“ur de Paris,65489204,02-04-2016,"Paris, Ile-de-France, France",,,,t,1,t,t,Enclos-St-Laurent,,Paris,48.87478,2.35681,Entire apartment,Entire place,2,1,"[""Iron"", ""Shampoo"", ""Heating"", ""Washer"", ""Hair dryer"", ""Dedicated workspace"", ""Wifi"", ""Kitchen"", ""Hot water"", ""Hangers"", ""Essentials"", ""Long term stays allowed"", ""TV""]",59,2,1125,100,10,10,10,10,10,10,f
